date,temperature_2m,soil_temperature_100_to_255cm,soil_moisture_100_to_255cm,precipitation,water_leakage
2019-11-10 00:00:00+00:00,12.6,15.05,0.102,1.7,6226.32
2019-11-17 00:00:00+00:00,9.0,14.7,0.103,2.0,7062.34
2019-11-24 00:00:00+00:00,11.9,14.2,0.105,0.5,7166.35
2019-12-01 00:00:00+00:00,12.75,13.65,0.107,3.4,7411.37
2019-12-08 00:00:00+00:00,12.3,13.2,0.109,1.3,8064.44
2019-12-15 00:00:00+00:00,10.95,12.65,0.112,3.6,8027.37
2019-12-22 00:00:00+00:00,12.75,12.15,0.116,2.8,7769.14
2019-12-29 00:00:00+00:00,11.2,11.7,0.123,1.7,8874.81
2020-01-05 00:00:00+00:00,10.7,11.3,0.128,0.6,7098.67
2020-01-12 00:00:00+00:00,13.4,10.95,0.134,1.0,7060.4
2020-01-19 00:00:00+00:00,13.0,10.6,0.139,2.3,6919.39
2020-01-26 00:00:00+00:00,10.1,10.4,0.144,1.3,6863.16
2020-02-02 00:00:00+00:00,12.7,10.0,0.148,1.9,6816.45
2020-02-09 00:00:00+00:00,12.5,9.65,0.152,1.9,6715.87
2020-02-16 00:00:00+00:00,12.8,9.45,0.156,2.6,6925.72
2020-02-23 00:00:00+00:00,14.45,9.2,0.162,2.5,6969.1
2020-03-01 00:00:00+00:00,11.1,9.05,0.168,1.6,6820.08
2020-03-08 00:00:00+00:00,12.25,8.85,0.173,2.4,7458.12
2020-03-15 00:00:00+00:00,14.3,8.65,0.178,1.5,7433.17
2020-03-22 00:00:00+00:00,13.65,8.55,0.183,0.1,6870.09
2020-03-29 00:00:00+00:00,11.25,8.5,0.187,0.2,5635.4
2020-04-05 00:00:00+00:00,17.7,8.45,0.189,0.3,5066.55
2020-04-12 00:00:00+00:00,22.0,8.45,0.19,0.2,5274.65
2020-04-19 00:00:00+00:00,14.05,8.65,0.191,1.2,5151.72
2020-04-26 00:00:00+00:00,15.75,8.9,0.191,0.0,4831.65
2020-05-03 00:00:00+00:00,17.45,9.1,0.191,3.2,5271.9
2020-05-10 00:00:00+00:00,19.5,9.35,0.191,0.2,5428.64
2020-05-17 00:00:00+00:00,20.2,9.6,0.191,0.1,6002.68
2020-05-24 00:00:00+00:00,25.1,10.0,0.191,0.2,6177.5
2020-05-31 00:00:00+00:00,22.6,10.55,0.191,0.0,6227.72
2020-06-07 00:00:00+00:00,22.9,11.05,0.191,1.0,5447.05
2020-06-14 00:00:00+00:00,22.45,11.45,0.19,1.1,5677.36
2020-06-21 00:00:00+00:00,21.85,11.9,0.19,3.1,6101.7
2020-06-28 00:00:00+00:00,28.2,12.35,0.19,0.8,5778.61
2020-07-05 00:00:00+00:00,21.8,12.8,0.191,1.1,5774.75
2020-07-12 00:00:00+00:00,20.5,13.25,0.191,2.8,5807.85
2020-07-19 00:00:00+00:00,25.15,13.6,0.19,0.8,6332.78
2020-07-26 00:00:00+00:00,24.15,14.0,0.19,3.3,6690.07
2020-08-02 00:00:00+00:00,31.95,14.4,0.19,0.5,6765.55
2020-08-09 00:00:00+00:00,33.0,14.8,0.19,0.3,6825.43
2020-08-16 00:00:00+00:00,27.5,15.35,0.19,8.2,6256.75
2020-08-23 00:00:00+00:00,25.1,15.8,0.189,3.5,5836.2
2020-08-30 00:00:00+00:00,22.05,16.1,0.189,3.6,5496.28
2020-09-06 00:00:00+00:00,23.0,16.25,0.189,0.8,5508.01
2020-09-13 00:00:00+00:00,24.1,16.3,0.189,0.0,5747.22
2020-09-20 00:00:00+00:00,26.3,16.4,0.189,0.0,5762.64
2020-09-27 00:00:00+00:00,23.95,16.5,0.189,2.6,6123.97
2020-10-04 00:00:00+00:00,18.4,16.5,0.189,3.7,5818.52
2020-10-11 00:00:00+00:00,17.55,16.45,0.189,3.5,5285.18
2020-10-18 00:00:00+00:00,13.85,16.25,0.189,1.6,5117.91
2020-10-25 00:00:00+00:00,17.85,15.95,0.189,5.5,5020.03
2020-11-01 00:00:00+00:00,17.2,15.65,0.189,3.2,5022.07
2020-11-08 00:00:00+00:00,17.35,15.3,0.189,1.4,5012.66
2020-11-15 00:00:00+00:00,16.5,15.0,0.189,3.7,5013.7
2020-11-22 00:00:00+00:00,15.25,14.65,0.189,0.9,5304.97
2020-11-29 00:00:00+00:00,13.2,14.3,0.189,0.0,5430.53
2020-12-06 00:00:00+00:00,9.75,13.9,0.19,3.3,5915.12
2020-12-13 00:00:00+00:00,11.6,13.45,0.191,2.8,6061.63
2020-12-20 00:00:00+00:00,12.25,12.8,0.192,0.9,6198.17
2020-12-27 00:00:00+00:00,13.55,12.3,0.195,2.4,6153.0
2021-01-03 00:00:00+00:00,5.4,11.9,0.198,1.2,7509.55
2021-01-10 00:00:00+00:00,5.35,11.35,0.202,0.8,7528.36
2021-01-17 00:00:00+00:00,8.7,10.7,0.208,3.1,7936.37
2021-01-24 00:00:00+00:00,11.25,10.0,0.215,1.1,7405.36
2021-01-31 00:00:00+00:00,12.1,9.5,0.224,3.5,8236.29
2021-02-07 00:00:00+00:00,12.15,9.05,0.235,1.2,8222.16
2021-02-14 00:00:00+00:00,3.65,8.75,0.243,0.6,8560.0
2021-02-21 00:00:00+00:00,14.1,8.35,0.251,0.9,7269.46
2021-02-28 00:00:00+00:00,14.9,8.05,0.256,0.5,7289.92
2021-03-07 00:00:00+00:00,9.15,8.0,0.259,0.6,7234.43
2021-03-14 00:00:00+00:00,11.55,7.9,0.262,1.4,6755.78
2021-03-21 00:00:00+00:00,12.2,7.75,0.263,0.9,6637.12
2021-03-28 00:00:00+00:00,12.8,7.7,0.264,1.1,6650.63
2021-04-04 00:00:00+00:00,20.95,7.75,0.264,0.1,5916.68
2021-04-11 00:00:00+00:00,12.3,7.75,0.265,0.9,5769.3
2021-04-18 00:00:00+00:00,11.7,7.75,0.265,0.3,5986.05
2021-04-25 00:00:00+00:00,11.9,7.75,0.265,0.0,6540.7
2021-05-02 00:00:00+00:00,11.6,7.85,0.265,0.3,5834.16
2021-05-09 00:00:00+00:00,18.35,8.0,0.264,2.0,5168.57
2021-05-16 00:00:00+00:00,16.15,8.25,0.266,2.0,5283.35
2021-05-23 00:00:00+00:00,16.1,8.55,0.265,2.3,5056.5
2021-05-30 00:00:00+00:00,16.9,8.85,0.265,1.3,5558.39
2021-06-06 00:00:00+00:00,24.55,9.25,0.265,3.8,5681.05
2021-06-13 00:00:00+00:00,24.25,9.85,0.264,0.2,6481.91
2021-06-20 00:00:00+00:00,27.35,10.6,0.263,4.7,5710.55
2021-06-27 00:00:00+00:00,19.95,11.1,0.263,4.2,5853.73
2021-07-04 00:00:00+00:00,21.15,11.6,0.262,5.9,6724.55
2021-07-11 00:00:00+00:00,21.5,12.05,0.262,2.1,6795.4
2021-07-18 00:00:00+00:00,26.3,12.55,0.262,2.2,7335.7
2021-07-25 00:00:00+00:00,23.95,13.1,0.261,1.2,6790.22
2021-08-01 00:00:00+00:00,22.15,13.65,0.261,1.8,6550.77
2021-08-08 00:00:00+00:00,21.2,14.05,0.261,3.2,6459.1
2021-08-15 00:00:00+00:00,23.45,14.4,0.26,2.8,7011.47
2021-08-22 00:00:00+00:00,22.4,14.7,0.26,3.4,8417.16
2021-08-29 00:00:00+00:00,19.9,14.95,0.259,0.5,8376.62
2021-09-05 00:00:00+00:00,20.25,15.15,0.259,0.4,8873.9
2021-09-12 00:00:00+00:00,24.1,15.4,0.259,0.6,8629.61
2021-09-19 00:00:00+00:00,22.75,15.65,0.258,2.9,8377.5
2021-09-26 00:00:00+00:00,22.35,15.85,0.258,0.5,7809.86
2021-10-03 00:00:00+00:00,17.7,15.9,0.257,4.1,8039.2
2021-10-10 00:00:00+00:00,18.7,15.9,0.257,9.9,8274.22
2021-10-17 00:00:00+00:00,16.5,15.8,0.257,1.4,8218.06
2021-10-24 00:00:00+00:00,20.3,15.6,0.257,9.1,7701.53
2021-10-31 00:00:00+00:00,16.9,15.4,0.256,2.3,7621.98
2021-11-07 00:00:00+00:00,12.7,15.15,0.256,2.1,6284.06
2021-11-14 00:00:00+00:00,14.95,14.75,0.257,0.9,6273.5
2021-11-21 00:00:00+00:00,12.85,14.35,0.257,0.2,6074.38
2021-11-28 00:00:00+00:00,10.1,14.0,0.257,1.0,6314.27
2021-12-05 00:00:00+00:00,11.1,13.55,0.257,1.6,6686.41
2021-12-12 00:00:00+00:00,13.1,12.9,0.258,4.5,6232.57
2021-12-19 00:00:00+00:00,13.05,12.25,0.258,0.1,6204.07
2021-12-26 00:00:00+00:00,10.65,11.8,0.259,2.4,5992.89
2022-01-02 00:00:00+00:00,14.75,11.35,0.262,2.6,6169.31
2022-01-09 00:00:00+00:00,10.2,11.05,0.265,2.8,6146.17
2022-01-16 00:00:00+00:00,9.2,10.75,0.269,1.8,6081.64
2022-01-23 00:00:00+00:00,8.75,10.3,0.272,0.0,6048.61
2022-01-30 00:00:00+00:00,12.85,9.7,0.275,0.4,6068.25
2022-02-06 00:00:00+00:00,13.05,9.2,0.277,2.6,5770.31
2022-02-13 00:00:00+00:00,12.35,8.85,0.279,1.0,6117.11
2022-02-20 00:00:00+00:00,14.9,8.65,0.281,2.3,6142.51
2022-02-27 00:00:00+00:00,13.8,8.5,0.283,2.3,6300.3
2022-03-06 00:00:00+00:00,12.15,8.35,0.285,1.0,6035.9
2022-03-13 00:00:00+00:00,13.75,8.2,0.288,1.7,5739.77
2022-03-20 00:00:00+00:00,13.05,8.1,0.289,1.7,6199.82
2022-03-27 00:00:00+00:00,15.5,8.15,0.291,0.0,5795.76
2022-04-03 00:00:00+00:00,11.65,8.2,0.292,0.7,4489.08
2022-04-10 00:00:00+00:00,14.75,8.2,0.292,3.1,4330.95
2022-04-17 00:00:00+00:00,18.45,8.35,0.292,0.3,3514.18
2022-04-24 00:00:00+00:00,15.5,8.6,0.292,0.2,3371.4
2022-05-01 00:00:00+00:00,15.85,8.85,0.292,1.1,3827.9
2022-05-08 00:00:00+00:00,22.0,9.15,0.292,1.0,4230.27
2022-05-15 00:00:00+00:00,20.85,9.5,0.291,1.9,4098.61
2022-05-22 00:00:00+00:00,21.5,10.0,0.291,4.9,4218.76
2022-05-29 00:00:00+00:00,20.55,10.45,0.29,1.0,4407.89
2022-06-05 00:00:00+00:00,17.75,10.8,0.29,5.8,4050.74
2022-06-12 00:00:00+00:00,21.45,11.2,0.289,3.9,3854.56
2022-06-19 00:00:00+00:00,30.25,11.7,0.288,4.4,4096.94
2022-06-26 00:00:00+00:00,23.0,12.2,0.287,0.4,4587.11
2022-07-03 00:00:00+00:00,21.9,12.7,0.286,2.9,4119.01
2022-07-10 00:00:00+00:00,27.05,13.15,0.285,0.1,3942.57
2022-07-17 00:00:00+00:00,28.8,13.75,0.284,0.8,4357.53
2022-07-24 00:00:00+00:00,34.55,14.45,0.283,1.5,3418.34
2022-07-31 00:00:00+00:00,26.35,15.05,0.281,1.7,3743.49
2022-08-07 00:00:00+00:00,28.35,15.6,0.28,0.9,3264.75
2022-08-14 00:00:00+00:00,29.2,16.1,0.279,0.0,3982.96
2022-08-21 00:00:00+00:00,28.7,16.6,0.277,0.6,3879.01
2022-08-28 00:00:00+00:00,26.65,17.0,0.276,3.4,4475.71
2022-09-04 00:00:00+00:00,23.9,17.25,0.275,0.3,4388.81
2022-09-11 00:00:00+00:00,23.35,17.45,0.274,4.8,4115.8
2022-09-18 00:00:00+00:00,24.65,17.55,0.273,1.9,4692.59
2022-09-25 00:00:00+00:00,18.85,17.55,0.273,0.2,4359.91
2022-10-02 00:00:00+00:00,18.8,17.45,0.272,1.5,5054.79
2022-10-09 00:00:00+00:00,19.9,17.3,0.271,0.6,5433.49
2022-10-16 00:00:00+00:00,17.1,17.05,0.271,3.1,5480.23
2022-10-23 00:00:00+00:00,18.25,16.85,0.27,4.4,4906.55
2022-10-30 00:00:00+00:00,21.2,16.7,0.269,2.4,4825.57
2022-11-06 00:00:00+00:00,16.55,16.55,0.268,6.5,4769.56
2022-11-13 00:00:00+00:00,15.65,16.35,0.268,2.0,5114.84
2022-11-20 00:00:00+00:00,14.55,16.0,0.268,4.6,4735.73
2022-11-27 00:00:00+00:00,12.7,15.65,0.268,2.2,5271.28
2022-12-04 00:00:00+00:00,10.75,15.1,0.268,0.3,4693.22
2022-12-11 00:00:00+00:00,9.0,14.5,0.269,3.0,5648.51
2022-12-18 00:00:00+00:00,7.65,13.8,0.269,2.0,6597.81
2022-12-25 00:00:00+00:00,13.25,12.8,0.271,1.5,5823.27
2023-01-01 00:00:00+00:00,13.4,12.0,0.273,2.8,5824.67
2023-01-08 00:00:00+00:00,13.3,11.5,0.277,1.2,5628.48
2023-01-15 00:00:00+00:00,12.4,11.2,0.281,1.9,5387.64
2023-01-22 00:00:00+00:00,6.45,10.95,0.287,4.2,5700.27
2023-01-29 00:00:00+00:00,7.7,10.45,0.292,0.9,5377.65
2023-02-05 00:00:00+00:00,12.5,9.75,0.295,0.1,5249.78
2023-02-12 00:00:00+00:00,10.65,9.3,0.297,0.1,4885.19
2023-02-19 00:00:00+00:00,13.35,8.9,0.299,1.4,4211.77
2023-02-26 00:00:00+00:00,12.45,8.6,0.301,0.7,4179.81
2023-03-05 00:00:00+00:00,7.3,8.45,0.302,0.6,3968.91
2023-03-12 00:00:00+00:00,12.8,8.25,0.303,2.4,3449.14
2023-03-19 00:00:00+00:00,13.85,7.95,0.304,1.2,2793.52
2023-03-26 00:00:00+00:00,14.0,7.9,0.305,1.6,3228.18
2023-04-02 00:00:00+00:00,14.55,7.95,0.307,2.5,2756.64
2023-04-09 00:00:00+00:00,13.5,8.05,0.308,2.9,2651.57
2023-04-16 00:00:00+00:00,14.3,8.15,0.31,2.6,3015.34
2023-04-23 00:00:00+00:00,13.6,8.3,0.311,1.6,3289.41
2023-04-30 00:00:00+00:00,16.35,8.45,0.312,4.3,3218.33
2023-05-07 00:00:00+00:00,19.2,8.65,0.313,3.0,3453.57
2023-05-14 00:00:00+00:00,18.15,9.05,0.313,4.7,3507.47
2023-05-21 00:00:00+00:00,17.4,9.45,0.313,0.6,3552.09
2023-05-28 00:00:00+00:00,19.4,9.8,0.313,0.1,3408.41
2023-06-04 00:00:00+00:00,18.05,10.2,0.312,0.1,2818.22
2023-06-11 00:00:00+00:00,23.2,10.65,0.311,0.1,2970.45
2023-06-18 00:00:00+00:00,24.45,11.25,0.311,7.3,3269.39
2023-06-25 00:00:00+00:00,29.6,11.95,0.31,0.7,3523.99
2023-07-02 00:00:00+00:00,23.3,12.65,0.343,3.8,3444.81
2023-07-09 00:00:00+00:00,26.2,13.2,0.342,4.0,3432.12
2023-07-16 00:00:00+00:00,23.3,13.75,0.34,1.7,3790.77
2023-07-23 00:00:00+00:00,23.0,14.2,0.339,1.8,3804.5
2023-07-30 00:00:00+00:00,22.45,14.6,0.337,4.2,3997.7
2023-08-06 00:00:00+00:00,21.85,14.95,0.336,5.4,3805.19
2023-08-13 00:00:00+00:00,24.1,15.2,0.335,2.3,4344.71
2023-08-20 00:00:00+00:00,23.75,15.5,0.333,4.3,4107.78
2023-08-27 00:00:00+00:00,25.2,15.85,0.332,1.8,3983.73
2023-09-03 00:00:00+00:00,21.1,16.1,0.33,0.3,4382.78
2023-09-10 00:00:00+00:00,30.55,16.35,0.329,0.0,4809.23
2023-09-17 00:00:00+00:00,25.95,16.7,0.327,8.9,4406.72
2023-09-24 00:00:00+00:00,20.85,16.9,0.326,2.9,4308.2
2023-10-01 00:00:00+00:00,22.8,16.95,0.325,1.6,4147.31
2023-10-08 00:00:00+00:00,23.2,16.95,0.324,0.1,4422.24
2023-10-15 00:00:00+00:00,23.65,17.0,0.323,4.2,3732.77
2023-10-22 00:00:00+00:00,17.9,17.0,0.322,2.8,3528.89
2023-10-29 00:00:00+00:00,15.2,16.75,0.321,4.2,3717.49
2023-11-05 00:00:00+00:00,14.4,16.45,0.321,3.6,3836.54
2023-11-12 00:00:00+00:00,13.1,16.05,0.322,1.1,3971.03
2023-11-19 00:00:00+00:00,15.1,15.5,0.323,4.5,3825.71
2023-11-26 00:00:00+00:00,12.4,14.9,0.325,2.5,4394.38
2023-12-03 00:00:00+00:00,9.6,14.4,0.328,1.8,5186.55
2023-12-10 00:00:00+00:00,13.5,13.7,0.332,2.6,4981.12
2023-12-17 00:00:00+00:00,11.35,12.85,0.336,3.2,4984.04
2023-12-24 00:00:00+00:00,13.2,12.25,0.339,3.5,4836.93
2023-12-31 00:00:00+00:00,12.95,11.85,0.343,3.6,4618.9
2024-01-07 00:00:00+00:00,12.85,11.6,0.35,6.0,4619.31
2024-01-14 00:00:00+00:00,6.9,11.35,0.355,0.4,4248.93
2024-01-21 00:00:00+00:00,11.45,10.85,0.358,0.3,4262.92
2024-01-28 00:00:00+00:00,12.65,10.15,0.36,1.2,3513.21
2024-02-04 00:00:00+00:00,13.15,9.65,0.361,0.2,3461.64
2024-02-11 00:00:00+00:00,12.8,9.35,0.363,5.2,3415.73
2024-02-18 00:00:00+00:00,15.35,9.25,0.368,2.7,3164.45
2024-02-25 00:00:00+00:00,12.85,9.25,0.374,2.2,4067.54
2024-03-03 00:00:00+00:00,12.05,9.2,0.379,2.4,3773.17
2024-03-10 00:00:00+00:00,10.35,9.05,0.384,0.8,3326.34
2024-03-17 00:00:00+00:00,15.6,8.85,0.389,2.0,2917.72
2024-03-24 00:00:00+00:00,13.8,8.95,0.391,0.9,2969.73
2024-03-31 00:00:00+00:00,12.55,9.0,0.391,1.8,3050.31
2024-04-07 00:00:00+00:00,19.2,9.1,0.391,2.6,3175.01
2024-04-14 00:00:00+00:00,19.1,9.4,0.391,1.6,3400.34
2024-04-21 00:00:00+00:00,12.85,9.6,0.391,1.0,3369.61
2024-04-28 00:00:00+00:00,12.4,9.6,0.389,3.5,3266.53
2024-05-05 00:00:00+00:00,20.05,9.7,0.388,3.6,3311.53
2024-05-12 00:00:00+00:00,18.0,9.95,0.386,3.1,3467.84
2024-05-19 00:00:00+00:00,19.25,10.4,0.385,4.0,3526.08
2024-05-26 00:00:00+00:00,18.75,10.85,0.383,2.5,3502.06
2024-06-02 00:00:00+00:00,18.95,11.25,0.381,1.3,3833.89
2024-06-09 00:00:00+00:00,19.9,11.6,0.379,0.6,3932.75
2024-06-16 00:00:00+00:00,19.65,11.9,0.377,1.4,3599.06
2024-06-23 00:00:00+00:00,22.0,12.2,0.374,0.5,3871.19
2024-06-30 00:00:00+00:00,25.15,12.7,0.371,0.4,4255.0
2024-07-07 00:00:00+00:00,21.0,13.2,0.368,4.2,3955.94
2024-07-14 00:00:00+00:00,21.2,13.6,0.365,2.9,4201.3
2024-07-21 00:00:00+00:00,25.8,13.95,0.362,1.9,4802.01
2024-07-28 00:00:00+00:00,23.05,14.45,0.36,2.3,5024.33
2024-08-04 00:00:00+00:00,25.6,14.9,0.357,4.2,4798.49
2024-08-11 00:00:00+00:00,25.1,15.4,0.354,1.3,5458.43
2024-08-18 00:00:00+00:00,31.25,15.9,0.351,1.5,5882.12
2024-08-25 00:00:00+00:00,23.25,16.35,0.348,4.9,5370.64
2024-09-01 00:00:00+00:00,25.75,16.6,0.346,2.5,6064.63
2024-09-08 00:00:00+00:00,23.8,16.85,0.344,5.2,5821.06
2024-09-15 00:00:00+00:00,19.45,16.9,0.342,1.2,6020.57
2024-09-22 00:00:00+00:00,20.4,16.85,0.34,12.3,5200.19
2024-09-29 00:00:00+00:00,19.6,16.85,0.338,3.8,4773.47
2024-10-06 00:00:00+00:00,16.95,16.8,0.336,7.9,5021.49
2024-10-13 00:00:00+00:00,18.05,16.6,0.335,2.6,5423.89
2024-10-20 00:00:00+00:00,21.0,16.35,0.335,4.6,5252.88
2024-10-27 00:00:00+00:00,17.75,16.05,0.334,1.1,5515.23
2024-11-03 00:00:00+00:00,15.55,15.8,0.334,4.4,5161.88
2024-11-10 00:00:00+00:00,12.9,15.55,0.334,0.1,5672.64
2024-11-17 00:00:00+00:00,11.95,15.25,0.334,1.1,5311.06
2024-11-24 00:00:00+00:00,17.65,14.75,0.302,2.9,5829.43
2024-12-01 00:00:00+00:00,13.2,14.15,0.302,4.0,5670.78
2024-12-08 00:00:00+00:00,14.1,13.6,0.302,1.8,5927.01
2024-12-15 00:00:00+00:00,11.3,13.1,0.302,1.1,6575.78
2024-12-22 00:00:00+00:00,13.85,12.6,0.302,1.4,6074.02
2024-12-29 00:00:00+00:00,11.95,12.15,0.302,0.1,6027.42
2025-01-05 00:00:00+00:00,12.3,11.75,0.302,4.5,5978.45
2025-01-12 00:00:00+00:00,12.0,11.3,0.304,0.6,6619.37
2025-01-19 00:00:00+00:00,9.6,10.75,0.305,0.0,5836.18
2025-01-26 00:00:00+00:00,11.2,10.05,0.306,2.4,5631.29
2025-02-02 00:00:00+00:00,10.0,9.5,0.306,1.7,5512.46
2025-02-09 00:00:00+00:00,9.85,9.1,0.306,0.7,5496.01
2025-02-16 00:00:00+00:00,6.55,8.7,0.307,0.7,5248.29
2025-02-23 00:00:00+00:00,14.5,8.35,0.307,1.6,5357.29
2025-03-02 00:00:00+00:00,12.55,8.05,0.308,3.5,5013.85
2025-03-09 00:00:00+00:00,15.25,7.9,0.31,0.0,4566.26
2025-03-16 00:00:00+00:00,12.1,7.7,0.312,1.2,3956.95
2025-03-23 00:00:00+00:00,15.05,7.65,0.312,0.7,3495.83
2025-03-30 00:00:00+00:00,15.35,7.7,0.316,0.5,4178.17
2025-04-06 00:00:00+00:00,14.65,7.9,0.334,0.0,4030.09
2025-04-13 00:00:00+00:00,17.4,8.05,0.337,0.3,3911.68
2025-04-20 00:00:00+00:00,14.8,8.3,0.337,1.6,3986.02
2025-04-27 00:00:00+00:00,16.15,8.6,0.336,2.3,4447.99
2025-05-04 00:00:00+00:00,18.3,8.9,0.336,0.3,4540.59
2025-05-11 00:00:00+00:00,17.25,9.25,0.334,0.3,4558.87
2025-05-18 00:00:00+00:00,19.55,9.6,0.333,1.7,5101.18
2025-05-25 00:00:00+00:00,20.85,10.0,0.33,1.2,5213.85
2025-06-01 00:00:00+00:00,23.95,10.35,0.327,1.5,4789.67
2025-06-08 00:00:00+00:00,19.45,10.85,0.323,3.5,4282.53
2025-06-15 00:00:00+00:00,24.45,11.2,0.32,7.5,5123.56
2025-06-22 00:00:00+00:00,29.35,11.75,0.315,0.0,5357.15
2025-06-29 00:00:00+00:00,29.3,12.4,0.308,1.6,5805.43
2025-07-06 00:00:00+00:00,31.7,13.05,0.303,6.7,5653.66
2025-07-13 00:00:00+00:00,24.95,13.65,0.299,1.2,5524.46
2025-07-20 00:00:00+00:00,26.3,14.2,0.294,6.7,5095.72
2025-07-27 00:00:00+00:00,24.2,14.7,0.291,6.8,4851.39
2025-08-03 00:00:00+00:00,23.3,15.05,0.29,1.0,5065.95
2025-08-10 00:00:00+00:00,25.15,15.35,0.288,0.9,5357.53
2025-08-17 00:00:00+00:00,28.1,15.7,0.285,0.6,4721.28
2025-08-24 00:00:00+00:00,22.1,16.05,0.283,0.2,5192.91
2025-08-31 00:00:00+00:00,24.4,16.3,0.281,2.3,4463.68
2025-09-07 00:00:00+00:00,26.05,16.5,0.28,3.2,4366.2
2025-09-14 00:00:00+00:00,20.5,16.6,0.279,4.7,4223.28
2025-09-21 00:00:00+00:00,25.65,16.65,0.278,1.9,3995.27
2025-09-28 00:00:00+00:00,17.7,16.65,0.277,0.5,4421.19
2025-10-05 00:00:00+00:00,19.75,16.6,0.276,3.7,4640.47
2025-10-12 00:00:00+00:00,18.4,16.5,0.275,0.1,4482.67
2025-10-19 00:00:00+00:00,15.9,16.35,0.274,0.3,4302.98
2025-10-26 00:00:00+00:00,15.9,16.2,0.273,7.3,4045.4
2025-11-02 00:00:00+00:00,16.05,15.95,0.273,3.5,4090.76
2025-11-09 00:00:00+00:00,16.8,15.6,0.273,0.8,4128.74
2025-11-16 00:00:00+00:00,16.65,15.35,0.273,2.1,4225.44
2025-11-23 00:00:00+00:00,10.2,15.05,0.273,1.7,4824.63
2025-11-30 00:00:00+00:00,13.15,14.6,0.274,1.1,4883.29
2025-12-07 00:00:00+00:00,13.75,14.0,0.275,2.0,4985.23
2025-12-14 00:00:00+00:00,14.15,13.4,0.276,1.1,5088.82
2025-12-21 00:00:00+00:00,12.45,13.0,0.277,3.3,4295.36
2025-12-28 00:00:00+00:00,10.15,12.6,0.279,0.1,5336.64
2026-01-04 00:00:00+00:00,6.5,12.15,0.281,0.2,6225.23
2026-01-11 00:00:00+00:00,8.4,11.6,0.283,3.9,6098.52
2026-01-18 00:00:00+00:00,10.45,10.85,0.287,1.7,5967.35
2026-01-25 00:00:00+00:00,10.25,10.25,0.292,4.3,5554.46
2026-02-01 00:00:00+00:00,9.9,9.9,0.299,2.9,4962.48
2026-02-08 00:00:00+00:00,11.15,9.6,0.309,2.5,4840.18
2026-02-15 00:00:00+00:00,12.25,9.3,0.319,2.6,4119.6
2026-02-22 00:00:00+00:00,13.8,9.1,0.327,1.4,3748.1
